	plan_id	state	metal_level	rate	rate_area
9133	89323QE6235565	OH	Silver	330.39	5
21712	52254NB4267333	OH	Silver	330.65	4
13546	03173YM2800939	OH	Silver	330.96	3
3015	63039ID8394052	OH	Silver	331.27	15
4345	80847PL3505121	OH	Silver	331.27	12
13128	14428BN5400238	OH	Silver	331.33	13
14750	68837BE9211139	OH	Silver	331.61	4
20146	99443KP1928104	OH	Silver	331.64	13
2478	01965SU1710486	OH	Silver	331.88	1
4861	36406EJ5465852	OH	Silver	331.88	1
21557	69159OC0280227	OH	Silver	332.01	12
701	21511UU6269213	OH	Silver	332.16	12
13814	99043MA4977952	OH	Silver	332.44	16
12329	55459JM4270755	OH	Silver	332.6	13
4877	09311RL6647733	OH	Silver	332.83	13
8640	78141OW4903104	OH	Silver	333.33	9
7741	98405CQ1504559	OH	Silver	333.34	12
5062	11458RE4602546	OH	Silver	333.83	5
1923	83190XP8998771	OH	Silver	334.87	8
16891	15279FD8112472	OH	Silver	335.1	4
17654	25350ME2273401	OH	Silver	335.34	7
8110	54577TG8781200	OH	Silver	335.88	13
2424	98417UH7557499	OH	Silver	336.16	8
7136	43322FY8240447	OH	Silver	336.16	16
219	88430OG1130366	OH	Silver	337.09	16
391	02462LL7728047	OH	Silver	337.09	11
5240	06851QK4286887	OH	Silver	337.3	15
14409	70054MW8509221	OH	Silver	337.43	5
53	26497HW1710262	OH	Silver	337.65	1
15023	14003SA5820225	OH	Silver	337.82	4
19026	47325YC3033383	OH	Silver	337.97	4
1906	16575PV1862938	OH	Silver	338.01	3
20063	48007KS4682482	OH	Silver	338.99	16
20649	05867RQ8780987	OH	Silver	338.99	16
19747	67337GR3060141	OH	Silver	339.1	15
1654	38935CT0662707	OH	Silver	339.16	4
11465	60755QO4196302	OH	Silver	339.23	10
6303	56810ZO7854465	OH	Silver	339.24	16
14743	23643DK0635741	OH	Silver	339.24	8
375	91167QG9867207	OH	Silver	339.49	6
9144	38060QA6789186	OH	Silver	339.49	14
9314	60228OO3409511	OH	Silver	339.49	1
14510	91956KY9957466	OH	Silver	340.16	5
18896	92128NC9673108	OH	Silver	340.25	6
20368	33335GC9281030	OH	Silver	340.31	5
13447	00364NG5513481	OH	Silver	340.49	1
8419	96953RE1421087	OH	Silver	340.55	10
11594	70997SG1918872	OH	Silver	340.55	17
20140	32636JX2835090	OH	Silver	340.74	3
2045	16824HI4108487	OH	Silver	340.84	15
6669	91683NR1168457	OH	Silver	340.85	3
20318	98399GT1495262	OH	Silver	340.91	3
16675	43004KI0114785	OH	Silver	341.52	5
13753	22625HY5046789	OH	Silver	342.11	3
13874	45224QW2824394	OH	Silver	342.49	7
2857	02538ZF0278012	OH	Silver	342.6	6
3994	47475DM8722268	OH	Silver	342.6	14
20145	57807FS6464360	OH	Silver	342.6	1
6719	20806YV5525453	OH	Silver	342.69	9
17197	54130SM5480461	OH	Silver	342.69	9
10152	10548MZ9632217	OH	Silver	342.82	11
11584	24305JT3257494	OH	Silver	342.82	2
19709	22591QY7157305	OH	Silver	343.18	5
7874	20693CA0395434	OH	Silver	343.93	3
9870	49008FR1598247	OH	Silver	343.93	4
15380	84737HJ3296495	OH	Silver	343.93	3
18640	33276NR9083569	OH	Silver	343.93	4
6220	15727PO2231851	OH	Silver	344.03	16
15876	93809HB0163301	OH	Silver	344.18	9
99	18828HT5887239	OH	Silver	344.4	16
3447	00753BZ3695888	OH	Silver	345.25	7
13465	11599BC6346655	OH	Silver	345.42	7
11334	90723RO0476868	OH	Silver	345.75	15
7039	69799ST7504262	OH	Silver	345.77	14
5426	57571MV8915321	OH	Silver	345.78	8
9602	29484KK5633629	OH	Silver	345.96	11
12403	52765EV5345413	OH	Silver	345.96	2
19896	51600RY5179038	OH	Silver	346.24	16
8009	51878SU5622595	OH	Silver	346.52	5
17162	43468IO7079218	OH	Silver	346.64	7
15132	95553NH6000481	OH	Silver	346.78	15
6722	39104EY9308455	OH	Silver	346.85	5
3221	95601XR3839442	OH	Silver	347.11	1
16971	33681TY2992945	OH	Silver	347.5	1
18705	13710AU4705641	OH	Silver	347.86	5
20668	40749WL0089951	OH	Silver	347.94	2
21410	37637XE8164754	OH	Silver	347.94	2
2143	72331IP5284309	OH	Silver	348.07	11
20683	41069PU1880851	OH	Silver	348.48	17
20762	84757DE5543461	OH	Silver	348.73	15
97	11161MC1864294	OH	Silver	349.47	15
19208	42931WC6863093	OH	Silver	349.47	12
15036	58983IG1274694	OH	Silver	349.75	2
13260	06535GN3075066	OH	Silver	350.38	15
16936	06288HI1800798	OH	Silver	350.48	1
3340	78200RS2598792	OH	Silver	350.72	16
18554	85370HV8633178	OH	Silver	350.72	5
19715	84343ML3402334	OH	Silver	350.72	16
21815	71558TQ2364596	OH	Silver	350.72	5
21496	56683VI9375022	OH	Silver	350.82	1
12810	11423HI5999146	OH	Silver	351.26	9
9965	35273WT3385546	OH	Silver	351.33	6
12144	88805GV4633924	OH	Silver	351.36	16
8083	74958CJ7042466	OH	Silver	351.84	1
3609	14776VX4511775	OH	Silver	352.67	15
13780	69636PK8830808	OH	Silver	352.67	12
7982	91804LL2608012	OH	Silver	352.89	8
2095	85221MN6077965	OH	Silver	353.02	16
12509	46752NE1066854	OH	Silver	353.79	15
9081	38389BJ9173167	OH	Silver	354.08	16
3177	21663SL2507283	OH	Silver	354.13	15
20555	29590RO1289858	OH	Silver	354.2	16
11012	34594NK3581827	OH	Silver	354.36	16
9655	42800GI1551875	OH	Silver	354.56	9
13444	02712LG0099604	OH	Silver	354.56	9
6716	47872VV9886714	OH	Silver	354.9	1
789	28671DP4322755	OH	Silver	355.15	15
4418	27185OD4269640	OH	Silver	355.23	11
10687	28244EC1678507	OH	Silver	355.62	16
1818	99842WP0178828	OH	Silver	355.83	4
2534	28261LS1852188	OH	Silver	355.83	3
5871	69040BA4725570	OH	Silver	355.83	4
12611	50663JZ1453598	OH	Silver	355.83	3
7189	30904WE5628831	OH	Silver	356.07	16
7165	07318HK9524160	OH	Silver	356.75	9
383	40573KQ4692302	OH	Silver	356.83	2
3186	27904RI9071562	OH	Silver	356.83	8
20541	38401RG2676225	OH	Silver	356.83	7
6525	62725LJ1192088	OH	Silver	357.76	1
19812	99677OP5107311	OH	Silver	357.86	15
1188	80108SN5508299	OH	Silver	357.94	1
9346	13694JN1561863	OH	Silver	358.56	6
8120	60824ED4531693	OH	Silver	358.75	9
2099	04566HH4464060	OH	Silver	359.2	1
36	60054LH1276586	OH	Silver	359.54	2
8689	07091JP5246706	OH	Silver	359.98	8
13356	94983UG1204263	OH	Silver	359.98	8
11160	10532TL2291565	OH	Silver	359.99	2
20625	20202SD6827094	OH	Silver	359.99	2
4267	51802AX3844634	OH	Silver	360.25	12
11078	19527PN0088923	OH	Silver	360.41	8
2100	98698UJ9134637	OH	Silver	361.65	9
1600	53109XY2918610	OH	Silver	361.81	9
749	83362SS2233871	OH	Silver	362.79	17
16045	88740FX6225061	OH	Silver	362.79	10
18708	33278ZX1955007	OH	Silver	362.8	11
8400	64034WN0893919	OH	Silver	362.86	5
12066	92183PS5330825	OH	Silver	362.86	5
4126	55489KC1590703	OH	Silver	362.92	2
21503	12206TK5630009	OH	Silver	363.04	2
12742	77459YU0153329	OH	Silver	363.1	3
17875	40825HX3670813	OH	Silver	363.1	9
22079	28768RL4851595	OH	Silver	363.32	8
4856	85081MV0739231	OH	Silver	363.33	11
14137	36937FF4844188	OH	Silver	363.39	2
15844	15027QD9382271	OH	Silver	363.5	8
17766	79111RW1956974	OH	Silver	364.44	2
14866	64230SC0725326	OH	Silver	364.78	8
9375	74681OH4727791	OH	Silver	365.33	13
22216	94646NK9663924	OH	Silver	365.39	16
3979	50629FB4637252	OH	Silver	365.74	11
4773	86632HI9468851	OH	Silver	365.9	11
15949	01903YK1109155	OH	Silver	366.11	10
1224	03904JP1540664	OH	Silver	366.2	6
14335	28263TD7184808	OH	Silver	366.74	9
16919	95930TG2863360	OH	Silver	367.2	11
3764	92309WH3968815	OH	Silver	367.7	17
18797	43419NW0071519	OH	Silver	367.7	17
14410	23766VE0975598	OH	Silver	367.97	12
15283	24074IY6586129	OH	Silver	367.97	14
21661	04758FU8823238	OH	Silver	367.97	15
12138	09840WI4078211	OH	Silver	369.16	6
8520	83604OK2501014	OH	Silver	369.33	6
20441	54415KF2833809	OH	Silver	369.47	10
9978	74470IC8455984	OH	Silver	370.3	9
13679	90320GZ5693680	OH	Silver	370.34	12
6369	77981WE2772574	OH	Silver	370.64	6
10908	04242HW0319898	OH	Silver	370.66	9
2349	72505TR4236852	OH	Silver	371.0	15
20913	69221NN1980536	OH	Silver	371.73	9
19909	50588RN9490401	OH	Silver	372.44	8
19985	85843FN9601713	OH	Silver	372.44	8
16161	57370OK9018240	OH	Silver	373.94	12
8432	74171LB0503763	OH	Silver	374.3	12
2133	91115YI7583587	OH	Silver	374.75	2
18283	21866DF5642759	OH	Silver	375.38	12
19912	68066XU6712926	OH	Silver	376.1	17
7239	56919CR3065784	OH	Silver	378.14	15
14363	48668CR8859411	OH	Silver	379.54	17
3592	33329AX2371108	OH	Silver	379.64	10
274	61895MO1983364	OH	Silver	380.12	7
2568	54954BL6197713	OH	Silver	380.12	2
8262	12111TB5771533	OH	Silver	380.12	8
4673	48324XF0996183	OH	Silver	380.43	17
5363	04610ZG2358216	OH	Silver	380.43	17
12426	10492UZ5435717	OH	Silver	382.19	17
15017	21307QJ9139807	OH	Silver	382.46	2
18636	77335YK0334998	OH	Silver	384.09	14
4220	94337JE1699564	OH	Silver	388.45	13
13860	86462XU2084971	OH	Silver	388.85	6
2062	30842WU9025419	OH	Silver	390.61	2
15896	77567YU9933157	OH	Silver	391.48	14
8447	53784YG4560590	OH	Silver	392.0	10
12205	29985HF3242318	OH	Silver	393.76	2
8857	00026NU0750181	OH	Silver	393.95	2
8211	60207VI2009804	OH	Silver	394.63	17
7115	00325IL9545078	OH	Silver	395.34	2
13151	11363UC5667542	OH	Silver	395.93	13
15277	01010BL7992164	OH	Silver	396.33	6
11325	93829KC6806085	OH	Silver	400.08	10
20542	05062MV1818406	OH	Silver	402.76	17
4428	81569BZ5134741	OH	Silver	407.22	10
17690	54710WU2308028	OH	Silver	407.22	10
9416	18783PO2892586	OH	Silver	408.6	10
22044	24274UN1561281	OH	Silver	411.34	17
14191	24787BV2621419	OH	Silver	411.9	10
1526	86430TA9514141	OH	Silver	412.09	10
18300	55210TW3171510	OH	Silver	413.55	10
2183	19105QD2330145	OH	Silver	414.67	17
3840	48122GT7823442	OH	Silver	414.86	17
2732	93727EN8235957	OH	Silver	415.01	11
9334	88275DG1189328	OH	Silver	416.33	17
31	18967OW9854153	OH	Silver	417.28	13
21427	73844UX6937010	OH	Silver	419.1	2
552	80615AM3872111	OH	Silver	421.32	10
7193	43216VM4518588	OH	Silver	421.32	10
2655	02915WR2248928	OH	Silver	424.51	9
18785	82445XJ2426103	OH	Silver	426.19	5
10976	14717HW8331087	OH	Silver	427.15	2
13788	21112UJ7158276	OH	Silver	429.13	16
408	39900GL5017446	OH	Silver	432.06	7
10668	73732FA0653433	OH	Silver	432.66	9
15984	38458HU5719881	OH	Silver	434.39	5
13969	91309VH6410590	OH	Silver	437.38	16
17930	03819VD7720481	OH	Silver	438.45	17
16955	37997GF7656440	OH	Silver	440.36	7
3604	25477RC6765194	OH	Silver	440.7	8
15937	04164AO8224464	OH	Silver	441.62	1
16461	06166XL7610819	OH	Silver	446.89	17
2652	07645YS2506396	OH	Silver	449.17	8
18866	95513TI1837653	OH	Silver	450.11	1
21402	57942SY1619874	OH	Silver	461.78	10
16013	89471GD1553774	OH	Silver	466.15	4
7314	34512QF2574554	OH	Silver	470.66	10
14882	49297PO4417548	OH	Silver	471.39	12
21552	29654BE2233191	OH	Silver	475.12	4
2635	98993QY5172430	OH	Silver	475.75	11
9754	96484RH9469577	OH	Silver	477.57	3
1071	88804FQ7784439	OH	Silver	480.46	12
8128	35463DW0692062	OH	Silver	484.91	11
21918	21092WS8430216	OH	Silver	486.75	3
11739	62032RQ1507644	OK	Silver	188.81	2
7457	14324OV8173778	OK	Silver	192.53	5
19761	39856HY7550074	OK	Silver	195.81	3
21245	26964TF5367207	OK	Silver	199.32	4
11913	61095PR5841154	OK	Silver	205.64	2
9517	37390FU2183393	OK	Silver	209.68	5
14030	80761ML9663356	OK	Silver	213.26	3
7508	24205GU3388853	OK	Silver	217.08	4
18346	51595VI3915317	OK	Silver	230.26	4
19509	34462VR5308799	OK	Silver	230.39	5
3357	24618AN4848550	OK	Silver	231.7	1
7264	87520BH2111645	OK	Silver	235.38	2
14204	61172WQ3750806	OK	Silver	246.56	3
11911	54005FH5334541	OK	Silver	247.15	4
8969	25187YM0578813	OK	Silver	247.28	5
429	44045VM7144448	OK	Silver	248.69	1
15233	29596GP4300495	OK	Silver	249.16	5
16383	36249MH8459550	OK	Silver	249.16	1
15482	58724EG3122734	OK	Silver	252.64	2
16865	64450OU4763044	OK	Silver	254.05	1
16223	00263OX8561405	OK	Silver	256.17	5
20306	36617UO0311039	OK	Silver	256.17	1
13957	69567RV9299360	OK	Silver	256.73	5
4601	10165CN2538593	OK	Silver	258.68	2
21698	94932QP5334720	OK	Silver	258.96	4
5614	94679QR0438484	OK	Silver	262.38	1
10765	28337OO8562721	OK	Silver	262.72	3
17692	14118CL3280197	OK	Silver	262.72	5
17721	53720LW0451327	OK	Silver	262.72	4
14411	51726IN0012506	OK	Silver	264.65	3
12745	39424YK6598257	OK	Silver	265.15	5
1371	55392YQ7055708	OK	Silver	265.88	1
10534	43704RW3409164	OK	Silver	265.95	2
20904	13877HP7791507	OK	Silver	266.23	4
16150	66206AW9472528	OK	Silver	266.63	2
22081	94504QC8107037	OK	Silver	268.69	5
21641	70541XL2261713	OK	Silver	269.04	4
9594	36421FM9975593	OK	Silver	271.78	5
21285	50186HK2967871	OK	Silver	271.78	1
2987	42106RI8711928	OK	Silver	275.38	2
3051	21333WR2309340	OK	Silver	275.58	1
12458	57773XS0561443	OK	Silver	277.61	3
15755	99686VU2088885	OK	Silver	277.87	4
22167	83978BT8767750	OK	Silver	278.48	5
3936	03663LQ9180916	OK	Silver	278.78	1
7529	79543IE4123517	OK	Silver	278.78	5
12094	82807VL5233040	OK	Silver	279.05	2
8082	65532RL5686629	OK	Silver	281.57	4
19251	28732OB0549944	OK	Silver	282.16	2
14935	35665ZG0847050	OK	Silver	282.47	4
10296	76051OZ6563222	OK	Silver	286.71	3
1404	70661HM9034734	OK	Silver	289.22	2
21887	40721WU9451971	OK	Silver	289.28	3
3293	96562XE7398120	OK	Silver	289.42	2
1588	56566PD5772649	OK	Silver	289.74	4
6626	59680DZ9848937	OK	Silver	290.04	5
10064	09815SN4905589	OK	Silver	290.04	4
12843	39215BU0117736	OK	Silver	290.04	3
1091	67863GK4877131	OK	Silver	290.54	3
3636	81991CX0121196	OK	Silver	291.84	4
3745	06994XO4737210	OK	Silver	297.41	3
20503	46313YZ8654831	OK	Silver	301.13	3
10166	79002OF6356569	OK	Silver	302.65	5
11798	81560IT6014342	OK	Silver	302.65	3
18155	86365HW8367637	OK	Silver	302.65	4
17038	84356RH3066148	OK	Silver	315.54	3
8068	21295JB4849602	OK	Silver	323.66	3
10269	05117HF7342173	OK	Silver	331.02	4
5010	22543ON7280897	OK	Silver	331.81	5
5155	56505UB6288007	OK	Silver	331.81	3
9198	07711CL9504918	OK	Silver	331.81	4
7407	28572YQ1513379	OK	Silver	337.42	4
1677	99714KX0419197	OK	Silver	347.31	5
10816	45510KX2426895	OK	Silver	347.31	3
16124	86907WS2714023	OK	Silver	347.31	4
3796	10204MH1709814	OK	Silver	366.44	3
3224	22169QS0011249	OK	Silver	373.51	3
19392	96358DZ8192944	OR	Silver	207.0	1
7544	09475GU8663287	OR	Silver	211.95	1
2867	88735IK8685040	OR	Silver	213.0	7
14888	67127VK5034555	OR	Silver	213.0	2
16059	80138HY7862975	OR	Silver	213.0	3
19928	76378RW8941976	OR	Silver	216.0	1
11404	03272MX1202286	OR	Silver	219.0	1
21492	34743EV4518251	OR	Silver	221.0	1
3442	26258JG0947987	OR	Silver	222.0	5
7640	91656DI3262893	OR	Silver	222.0	6
10616	28889AJ8221642	OR	Silver	222.0	2
13529	58139CP5935437	OR	Silver	222.0	3
21892	63741CB5159164	OR	Silver	222.0	7
12688	93277EX0884350	OR	Silver	225.0	1
182	99879OB8462547	OR	Silver	226.0	7
7112	29210UE0251273	OR	Silver	226.0	5
17370	17217KP5524947	OR	Silver	226.0	3
19962	36962OE2087604	OR	Silver	226.0	6
20379	44469QT2786262	OR	Silver	226.0	1
20688	45646TO4706491	OR	Silver	226.0	2
10179	75190TC6962138	OR	Silver	227.0	1
6732	27821FI5787682	OR	Silver	227.39	3
9188	30713MT9371768	OR	Silver	227.39	7
20421	95717LG9198813	OR	Silver	227.39	4
16344	83209ZP1085147	OR	Silver	228.0	1
6786	91220EC8037768	OR	Silver	230.58	5
2723	73283VO0538829	OR	Silver	230.85	2
18801	17186TH0023086	OR	Silver	231.32	6
4672	87528SS3456710	OR	Silver	232.0	2
6018	19515HF3218076	OR	Silver	232.0	2
8587	45032DS1905074	OR	Silver	232.0	7
14310	10328VB2933568	OR	Silver	232.0	3
17007	08440QH5101469	OR	Silver	232.33	1
5654	18635OQ3416100	OR	Silver	233.0	4
2724	26735VJ4246224	OR	Silver	234.78	3
425	87816RR7421777	OR	Silver	235.0	2
11157	89814EI1807436	OR	Silver	235.0	3
12119	32561LJ9106113	OR	Silver	235.0	7
2589	15144GW0921241	OR	Silver	236.35	4
21432	58981CD4086970	OR	Silver	236.35	7
17781	62777ZC3447250	OR	Silver	237.0	1
20674	29108GF2894925	OR	Silver	238.0	4
3200	51249RE4150700	OR	Silver	239.0	2
8692	70596RJ4758033	OR	Silver	239.0	1
13809	76660ED9543254	OR	Silver	239.0	6
14325	26000TT5115070	OR	Silver	239.0	5
21338	59046UN1432139	OR	Silver	239.0	3
427	03964KL7533049	OR	Silver	239.36	4
13359	42431KF9428327	OR	Silver	239.36	3
16760	31564EY3351383	OR	Silver	239.36	7
2396	93984RB8993699	OR	Silver	240.0	3
8450	55639OP3272859	OR	Silver	240.0	2
9583	31832QQ1966388	OR	Silver	240.0	5
10409	50106CL3016033	OR	Silver	240.0	6
18827	03742KY5570460	OR	Silver	240.0	1
20182	85055UY3062528	OR	Silver	240.0	2
17558	46483QG7771426	OR	Silver	240.72	1
1231	53383KW2127956	OR	Silver	242.0	5
6469	27421TF3458518	OR	Silver	242.0	6
18064	09238KC4402911	OR	Silver	242.0	4
16608	85191WJ5483915	OR	Silver	242.82	1
7783	28036IC4887957	OR	Silver	243.0	1
541	06392SV6915201	OR	Silver	243.03	1
626	88760FL8045114	OR	Silver	244.0	6
2417	84182ST4171497	OR	Silver	244.0	2
10645	62643GT2821676	OR	Silver	244.0	3
17214	69575UC4230585	OR	Silver	244.0	5
17341	91312LB9950667	OR	Silver	244.0	7
19054	54898FV7665704	OR	Silver	244.95	1
1716	63173PX3852773	OR	Silver	245.0	2
15111	21618BJ1332565	OR	Silver	246.0	3
5195	83122NV8874997	OR	Silver	247.0	3
13840	19251QL3254805	OR	Silver	247.0	1
14373	72143IQ9081473	OR	Silver	247.0	1
15603	37427YY0862682	OR	Silver	247.0	3
18375	04877OL9187287	OR	Silver	247.0	1
14912	88741VG4010849	OR	Silver	248.0	2
11791	89822WY0330156	OR	Silver	249.0	4
17741	20189CT4643746	OR	Silver	250.0	2
13393	39096VB2808632	OR	Silver	251.79	1
1169	93449OV9172890	OR	Silver	251.86	2
5160	23589KX4189984	OR	Silver	252.0	3
11944	59604CL2719213	OR	Silver	252.0	2
15216	28462LN2100669	OR	Silver	252.0	6
18967	35111CD2184143	OR	Silver	252.0	5
21003	20919MT5220624	OR	Silver	252.0	1
13923	92257DQ0466665	OR	Silver	254.0	1
14080	97369TA3903304	OR	Silver	254.0	1
16160	57686XH3952217	OR	Silver	254.0	3
16008	27052FY7107599	OR	Silver	254.93	1
6872	14858CH7109899	OR	Silver	255.0	3
8323	27339RP6110966	OR	Silver	256.0	4
8700	00737NQ1271054	OR	Silver	256.0	7
1322	98313RM2469576	OR	Silver	257.0	1
3821	77597DF4778416	OR	Silver	257.0	3
5201	70070LA4230787	OR	Silver	257.0	1
22153	35228IR4943514	OR	Silver	257.0	4
12896	21222OK8415422	OR	Silver	258.95	1
18284	22470KS5078745	OR	Silver	259.0	2
10247	14235RJ9864900	OR	Silver	259.33	3
3763	70608LW8093376	OR	Silver	260.0	3
3470	88718VK4917853	OR	Silver	263.0	3
6924	20492XF0346267	OR	Silver	263.0	4
15481	52612FU2325730	OR	Silver	263.0	2
1879	94518TH6578734	OR	Silver	264.0	6
10799	50577CG0623951	OR	Silver	264.0	5
13304	32111PQ0412547	OR	Silver	264.0	2
16819	74716MC1979433	OR	Silver	264.0	4
10450	94065SV6089465	OR	Silver	264.16	5
828	16725IR5048015	OR	Silver	264.4	5
5519	09498GQ8109908	OR	Silver	264.47	2
20767	33118NA6745412	OR	Silver	264.71	2
7017	05798UD7240362	OR	Silver	265.0	3
11470	75001ST5243804	OR	Silver	265.0	7
15215	96947JH9367823	OR	Silver	265.0	1
20265	47524EF3811639	OR	Silver	265.0	2
2773	17483UW2413613	OR	Silver	265.01	6
3534	33694LR5157797	OR	Silver	265.24	6
10399	65333VX2778328	OR	Silver	266.0	4
540	25588FU6239977	OR	Silver	266.52	7
2081	03114UL9673990	OR	Silver	267.0	5
6375	40522AQ2122518	OR	Silver	267.0	4
8191	59808CA6004001	OR	Silver	267.0	6
9824	09983BV3977180	OR	Silver	268.0	4
3921	21216OH0713586	OR	Silver	268.97	3
12769	46034RU3001630	OR	Silver	269.21	3
14320	93353CA2843587	OR	Silver	270.76	7
18154	73947PQ5748480	OR	Silver	270.76	4
1681	38266DD8779975	OR	Silver	271.0	6
11711	70224DX6527929	OR	Silver	271.0	7
6142	12200OW9525357	OR	Silver	271.01	7
15892	80795TG8167217	OR	Silver	271.01	4
4340	13342RH8635300	OR	Silver	273.0	1
17656	19736RX5840281	OR	Silver	273.93	5
13868	17597BG3517428	OR	Silver	273.98	4
7910	63118GW7442627	OR	Silver	274.0	5
11535	04972BR1254976	OR	Silver	274.0	6
15850	42384EG0684058	OR	Silver	274.0	7
8839	92704JV6030875	OR	Silver	274.25	2
15962	82529WK9011467	OR	Silver	274.81	6
5852	92097DR2973099	OR	Silver	275.0	6
20460	48895CB1456374	OR	Silver	275.0	1
21711	40794MN4574181	OR	Silver	275.0	3
18339	11495WY4109798	OR	Silver	276.0	7
12915	54950MF6371597	OR	Silver	277.34	5
8300	16444IL4471238	OR	Silver	277.67	2
14573	65460CV4089515	OR	Silver	278.0	4
22163	85416WP8937618	OR	Silver	278.23	6
18234	06825FK1518497	OR	Silver	278.91	3
4668	90878RV3823979	OR	Silver	279.0	1
7200	51666LF7413112	OR	Silver	279.0	3
7362	64992DO8449074	OR	Silver	280.74	2
5916	53033ZR3202285	OR	Silver	280.77	4
12816	04538HO0868993	OR	Silver	280.77	7
3561	13700BQ7384035	OR	Silver	281.0	2
9941	08228PT3896413	OR	Silver	281.0	1
15497	59293PQ2464973	OR	Silver	281.0	3
10112	94689RK8027924	OR	Silver	282.0	6
13816	80826JX7514866	OR	Silver	282.0	4
17893	81474UG6206457	OR	Silver	282.0	3
16303	23178LG9776513	OR	Silver	282.39	3
19398	79071WO7076608	OR	Silver	283.0	6
20273	31709NH3943556	OR	Silver	283.0	5
19042	18905CW0881290	OR	Silver	283.19	2
18073	57187TT9521745	OR	Silver	284.0	4
19518	92725EF8720271	OR	Silver	284.27	7
20875	05432UC8855276	OR	Silver	284.27	4
1925	21251QJ5277122	OR	Silver	285.0	6
5368	62863YH2046769	OR	Silver	285.0	2
7138	37696AE4799342	OR	Silver	285.0	4
9890	70765EY9413676	OR	Silver	285.0	5
11116	07961OQ5076969	OR	Silver	285.0	7
11699	03863SD9643563	OR	Silver	285.0	4
13266	09145YQ3823051	OR	Silver	285.0	6
13761	26822IO0118470	OR	Silver	285.0	5
14454	10618IO4381108	OR	Silver	285.0	6
18933	25048WZ3562185	OR	Silver	285.0	2
19671	84251XS0371076	OR	Silver	285.0	4
21287	96509QH4074869	OR	Silver	285.0	7
2196	88922YB9309085	OR	Silver	286.0	7
624	39142DD9959727	OR	Silver	289.0	6
1684	64391TM9425965	OR	Silver	289.0	5
21660	34868MH2494917	OR	Silver	289.05	3
1704	95255HL8595333	OR	Silver	289.71	5
5949	10134WO9456554	OR	Silver	291.0	7
21060	63419OT3892131	OR	Silver	292.0	7
10741	18270YZ4798242	OR	Silver	292.9	6
116	26024QR4170457	OR	Silver	293.0	7
1563	54584DE4199045	OR	Silver	293.0	2
4194	89761CM8236161	OR	Silver	293.0	6
4832	56489OI8996920	OR	Silver	293.0	6
6985	69703KW3227467	OR	Silver	293.0	4
8114	67926YH5765790	OR	Silver	293.0	5
17668	97843TI6014323	OR	Silver	293.0	7
21688	05453XS0342488	OR	Silver	293.0	5
12876	16879BP9180947	OR	Silver	295.0	6
19984	73959FH3012023	OR	Silver	295.0	5
4454	16912JG6397579	OR	Silver	296.0	4
4939	42478PY7336138	OR	Silver	296.0	5
6056	22093YM0818341	OR	Silver	296.0	2
16827	73814RJ6509641	OR	Silver	296.0	6
19646	93408QL4308146	OR	Silver	296.0	7
7520	51754ES7925684	OR	Silver	297.08	7
129	99439BJ2872184	OR	Silver	299.0	1
6830	90498DO1864563	OR	Silver	299.0	3
2741	71420OC5640894	OR	Silver	302.0	4
3825	26058VW6774713	OR	Silver	303.0	6
18241	63281IW4241101	OR	Silver	305.39	4
17256	18114KL1876650	OR	Silver	306.0	5
20873	05758DL4651562	OR	Silver	306.0	6
13286	40150IU0214514	OR	Silver	310.0	5
20251	29058WF9708193	OR	Silver	310.0	6
1975	55594US9232753	OR	Silver	311.0	7
3779	09546EL4737023	OR	Silver	312.0	6
16535	10256BB0636492	OR	Silver	312.0	5
1881	61189DT1886433	OR	Silver	313.0	5
12547	02367YO4926786	OR	Silver	313.0	6
7276	25001HM1284369	OR	Silver	322.93	5
14478	43257LG6138842	OR	Silver	326.48	6
14865	63836FO2932580	OR	Silver	332.0	5
15034	97193QD8066409	OR	Silver	332.0	6
779	51534HO0082611	PA	Silver	166.13	1
797	21272ZT8467015	PA	Silver	166.13	4
3639	07808TG5906949	PA	Silver	166.13	1
15304	17547RC9684316	PA	Silver	166.13	4
2370	99306UC2637658	PA	Silver	167.07	4
6266	03102DX9337248	PA	Silver	167.07	1
15768	58927JJ0401300	PA	Silver	167.07	4
16140	72341MW3809295	PA	Silver	167.07	1
1500	28782TG3681185	PA	Silver	168.24	4
8878	30731YX9111766	PA	Silver	168.24	4
9592	76590NQ2976245	PA	Silver	168.24	1
14907	99120GV9038211	PA	Silver	168.24	1
683	98698HD8010085	PA	Silver	168.48	4
5229	50657SH6059160	PA	Silver	168.48	4
12754	66226PS7503097	PA	Silver	168.48	1
18230	01049JJ7587080	PA	Silver	168.48	1
117	26123PM7626914	PA	Silver	174.87	4
3361	25704VL6388819	PA	Silver	174.87	1
4916	04879OD2820154	PA	Silver	174.94	1
9868	54870SX1745479	PA	Silver	174.94	4
13420	76725QL0661294	PA	Silver	175.85	4
19464	21939UR1544720	PA	Silver	175.85	1
8108	41251NT6447292	PA	Silver	177.09	4
10309	97481GM5290062	PA	Silver	177.09	1
4790	02618KY5533600	PA	Silver	177.34	4
20881	81330RM8313215	PA	Silver	177.34	1
1848	56508PF9907849	PA	Silver	182.07	1
5993	55247HK2082062	PA	Silver	182.07	4
4715	98041IU0214268	PA	Silver	183.94	5
5907	97149QS1093886	PA	Silver	183.94	2
17351	27362AK6324460	PA	Silver	183.94	2
21345	88813JT1664119	PA	Silver	183.94	5
